https://www.reuters.com/article/us-volkswagen-results-q1/vw-daimler-urge-germany-to-boost-car-demand-as-profits-plunge-idUSKCN22B0HU,"['VW, Daimler urge Germany to boost car demand as profits plunge']","['April 29, 2020 /  5:38 AM / 6 days ago']","['FRANKFURT (Reuters) - VW (', ') and Daimler (', ') on Wednesday urged the German government to help boost demand for cars as the coronavirus pandemic hammered first-quarter profits and forced both carmakers to drop their outlooks for the year. ', 'The demands came as German chancellor Angela Merkel prepares  to host a summit with auto industry leaders to discuss ways of reviving one of the country’s most important industries which has been crippled by the coronavirus pandemic. ', '“We need a swift decision on buyer incentives,” VW’s Chief Financial Officer Frank Witter said, echoing Daimler (', ') Chief Executive Ola Kaellenius who also called for the swift introduction of broad measures to rekindle demand for cars.  ', '“A simple incentive would be effective,” Kaellenius said on a call to discuss Daimler’s earnings. ', 'Car sales across the world have slumped as measures to contain the pandemic forced production lines to shut and showrooms to close, starving manufacturers of much needed cash for investments. ', 'Volkswagen warned it faced a difficult second quarter and  that a planned dividend increase might have to be reconsidered. In February, it proposed raising the payout to 6.50 euros per ordinary share, up from 4.80 euros in 2018, and 6.56 euros per preferred share, up from 4.86 euros.  ', '“This decision is ultimately reserved for the annual general meeting and will of course continue to be subject to review depending on the further development of this year, whether momentum, confidence and thus results and liquidity return,”  Witter said. ', 'Global passenger car sales are expected to drop by 15%-20%, Volkswagen forecast, echoing auto supplier Robert Bosch, which also said on Wednesday it saw a fall in car production of at least 20% this year. ', '“We are bracing ourselves for a global recession,” Bosch Chief Executive Volkmar Denner said.  ', 'Earlier this month, Volkswagen said first-quarter car sales dropped by 23% from the year before, causing operating profit to tumble 81% in the three month period and forcing the car and truck manufacturer to withdraw its guidance for 2020. ', 'Bosch also said it could not give an outlook for 2020. ', 'In February, Volkswagen had said it aimed for customer deliveries in line with 2019, revenue growth of 4%, and slightly higher passenger car deliveries. ', 'Daimler’s first-quarter operating profit fell by almost 70%, and the parent company of the Mercedes-Benz luxury brand increased risk provisions for delinquencies for leased or purchased Mercedes-Benz cars to 448 million euros($486.71 million). ', 'Reporting by Edward Taylor in Frankfurt and Jan Schwartz in Hamburg; Editing by Michelle Martin, Mark Potter, Kirsten Donovan']"
https://www.reuters.com/article/us-health-coronavirus-germany-daimler/daimler-resumes-engine-production-at-mercedes-in-germany-idUSKCN2242GS,['Daimler resumes engine production at Mercedes in Germany'],"['April 22, 2020 /  3:32 PM / 13 days ago']","['STUTTGART (Reuters) - Mercedes-Benz is ramping up engine production at its plant in Bad Cannstatt, Stuttgart, this week after Germany eased lockdown measures in a sign Europe’s largest economy is getting back to work after the coronavirus brought the country to a standstill. ', 'Daimler (', '), parent company of Mercedes-Benz, is gradually opening its plants in Europe using lessons learned from resuming production at its plant in China, to ensure that the coronavirus does not spread among workers in Germany.  ', '“Anywhere we can not guarantee a 1.5 metre distance,  employees are required to wear face masks,” said Frank Deiss, vice president of powertrain production. ', 'Daimler has spread out shifts so that workers no longer run into each other. ', 'Unlike Italy and Spain, Germany never banned car production, though factories came to a standstill after authorities restricted the movement of people and ordered the closure of car dealerships, hitting demand. ', 'Mercedes-Benz plants in Hamburg, Berlin and Untertuerkheim will also resume production this week, with plants in Sindelfingen and Bremen also making preparations to ramp up production.      ', 'Reporting by Edward Taylor; Editing by Mark Potter']"
https://www.reuters.com/article/us-volvo-daimler-fuelcells/volvo-and-daimler-tie-up-to-develop-fuel-cell-for-trucks-idUSKBN2230NW,['Volvo and Daimler tie up to develop fuel cell for trucks'],"['April 21, 2020 /  6:25 AM / in 15 days']","['STOCKHOLM (Reuters) - Swedish truck maker Volvo (', ') said on Tuesday it had signed a deal with German rival Daimler (', ') to set up a joint venture to develop and produce fuel cell systems for heavy-duty vehicles. ', 'Daimler will consolidate all its current fuel cell activities in the joint venture. Volvo said in a statement it will acquire 50% in the joint venture for the sum of approximately 600 million euros ($650.34 million) on a cash and debt free basis. ', 'The deal was preliminary and non-binding it added. ', 'Reporting by Simon Johnson; editing by Niklas Pollard']"
https://www.reuters.com/article/us-bmw-daimler-carsharing/daimler-bmws-free-now-service-to-restructure-integrate-french-app-kapten-idUSKCN21Y1JZ,"[""Daimler/BMW's 'FREE NOW' service to restructure, integrate French app Kapten""]","['April 16, 2020 /  11:15 AM / 19 days ago']","['PARIS (Reuters) - The ‘FREE NOW’ taxi ride-hailing service run by Daimler and BMW announced on Thursday a corporate restructuring, which could lead to job cuts, and unveiled plans to merge with French app Kapten. ', 'The ‘FREE NOW’ company said in a statement that its restructuring was aimed at reducing costs in order to offset the hits to its business caused by the coronavirus crisis, which has hurt transport companies around the world. ', 'The ‘FREE NOW’ and Kapten ride-hailing apps are among many relatively new companies that have been set up across the globe to take on the likes of main players such as Uber. ', 'Reporting by Sudip Kar-Gupta; Editing by Susan Fenton']"
https://www.reuters.com/article/us-health-coronavirus-china-autos/chinas-car-market-seen-rebounding-from-virus-as-lockdowns-ease-idUSKCN21R13A,"[""China's car market seen rebounding from virus as lockdowns ease""]","['April 9, 2020 /  8:33 AM / a month ago']","['BEIJING/FRANKFURT (Reuters) - China’s auto market, the world’s biggest, will gradually recover and remain stable for a long period despite short-term pressure from the coronavirus epidemic, officials said on Thursday. ', 'The statement came as executives from Mercedes-Benz (', ') and Volkswagen (', ') said demand is rebounding in China after restrictions on social life were eased and dealerships reopened. ', 'China’s auto sales dropped 79% from a year earlier in February due to the epidemic. However, the situation was  ', 'temporary and didn’t affect long-term trends in the industry, Cai Ronghua, a senior official at National Development and Reform Commission (NDRC), told a news conference. ', 'He noted the broader impact of any further downturn in the sector. ', '“If auto production and sales continue to decline, it will not only affect the industry itself, but also affect the resumption of production in other industries, and may even affect the smooth operation of the entire economy,” Cai said, adding auto production had not so far been affected by global auto parts supply disruption. ', 'Separately, the Ministry of Ecology and Environment (MEE) is considering postponing the implementation of new gasoline emission standards in some provinces, Wu Xianfeng, a senior official at MEE, said. ', 'Volkswagen, the world’s largest carmaker and China’s best- selling manufacturer, said showroom traffic during the last weekend of March had rebounded to year-earlier levels after its dealerships re-opened as measures to contain the pandemic were eased. ', 'The SAIC Volkswagen factory in Changsha resumed operations this week, putting all but one of VW Group’s 33 car and component plants in China back in business, VW said. ', 'Volkswagen Group China CEO Stephan Wöllenstein said: “Our dealerships are seeing customers on the showroom floors once again. There are growing signs of recovery, with a good chance that the Chinese car market could reach last year’s level in early summer.” ', 'Daimler, which owns the Mercedes-Benz brand, said on Wednesday China demand had recovered to near pre-crisis levels and its factory in Beijing had resumed production running a two-shift system. ', '“In China and South Korea our dealerships are fully open and we see a significant increase in demand there. That gives us confidence,” Daimler board member Britta Seeger said. ', 'In addition to its Chinese plants, Daimler wants to resume production at its German plants in Untertuerkheim, Hamburg und Berlin on April 20, followed by a ramp up at its plants in Sindelfingen und Bremen.  ', 'Reporting by Yilei Sun, Yingzhi Yang and Andrew Galbraith in Beijing, and Edward Taylor in Frankfurt; Editing by Catherine Evans and David Holmes']"
https://www.reuters.com/article/us-health-coronavirus-daimler-china/daimler-says-expects-mercedes-to-post-positive-first-quarter-margin-idUSKBN21Q1TA,['Daimler says expects Mercedes to post positive first quarter margin'],"['April 8, 2020 /  12:47 PM / a month ago']","['FRANKFURT (Reuters) - Daimler (', ') expects to post a positive margin on Mercedes-Benz passenger cars and vans in the first quarter, thanks to rebounding sales in China and solid demand in the United States, Chief Financial Officer Harald Wilhelm said on Wednesday. ', 'Sales of Mercedes-Benz passenger cars in March in the United States showed no corona impact thanks to demand for sports utility vehicles, Wilhelm said, adding that sales in China had rebounded.  ', '“We see early signs of a recovery in China. Group sales returned to 60,000 units, almost at prior year levels in March,” Wilhelm said, adding that production had returned to a two shift system at Daimler’s plant in Beijing. ', 'Reporting by Edward Taylor, editing by Thomas Escritt']"
https://www.reuters.com/article/us-health-coronavirus-volkswagen/german-carmakers-to-resume-production-as-lockdowns-ease-idUSKCN21X2V8,['German carmakers to resume production as lockdowns ease'],"['April 15, 2020 /  5:45 PM / 19 days ago']","['FRANKFURT (Reuters) - German carmakers including Volkswagen (', ') and Mercedes-Benz (', ') will restart production at some German factories next week after the country eased restrictions designed to contain the coronavirus outbreak. ', 'Chancellor Angela Merkel on Wednesday said that Germany has achieved a “fragile intermediate success” in its the fight against the coronavirus and that its emergence from lockdown would begin with the partial reopening of shops next week and schools from May 4. ', 'Unlike Italy and Spain, Germany never banned car production, though factories came to a standstill after authorities restricted the movement of people and ordered the closure of car dealerships, hitting demand.         ', 'Volkswagen said it will start producing cars for its core brand in Zwickau, Germany, and in Bratislava, Slovakia, on April 20.  ', 'Plants in Russia, Spain, Portugal and the United States will ramp up production from April 27 onwards, joined by factories in South Africa, Argentina, Brazil and Mexico in May.  ', '“With the decisions by the federal and state governments in Germany and the loosening of restrictions in other European states, conditions have been established for the gradual resumption of production,” Ralf Brandstaetter, Chief Operating Officer of the Volkswagen brand, said in a statement.  ', 'The carmaker has retooled production to ensure that workers keep 1.5 metres apart. Other measures include the staggering of shifts and lunch breaks, plus steps to change worker interaction in VW’s supply chain. ', 'Bernd Osterloh, Chairman of the company’s Works Council, said: “In the light of the pandemic, we need to adapt our routines. One answer is our new agreement on health protection. With about 100 measures, we are keeping the risk of infection at Volkswagen as low as possible.” ', 'In China, where a Volkswagen has already implemented health measures, 32 of the 33 plants have resumed production and no coronavirus infections among employees have been reported. ', 'Mercedes-Benz parent Daimler said that its plants in Hamburg, Berlin and Untertuerkheim will resume production next week. Its Berlin plant makes engine-management systems for vehicles sold in China.  ', 'Production will initially start in a one-shift system, Daimler said, with plants in Sindelfingen and Bremen also making preparations to ramp up production. ', 'German peer BMW (', ') said it had no information about the timetable for resuming production. The Munich-based manufacturer has suspended production until end of April. ', 'Reporting by Edward Taylor and Jan Schwartz; Editing by David Goodman and Jane Merriman']"
https://www.reuters.com/article/health-coronavirus-mercedes-brazil/mercedes-benz-extends-brazil-furloughs-through-may-2-idUSL4N2BR3XU,['Mercedes Benz extends Brazil furloughs through May 2'],"['April 3, 2020 /  6:46 PM / a month ago']","['SAO PAULO, April 3 (Reuters) - Mercedes Benz said on Friday it has extended furloughs for its Brazil workforce until at least May 2, making it the automaker that has so far implemented the most far-reaching production cuts in South America’s top auto producer. ', 'Mercedes Benz is Brazil’s top truck maker and its the German company’s No. 2 truck market worldwide. (Reporting by Marcelo Rochabrun Editing by Chizu Nomiyama)']"
https://www.reuters.com/article/brief-daimler-says-q1-2020-preliminary-f/brief-daimler-says-q1-2020-preliminary-figures-are-in-line-with-earlier-communicated-trend-idUSASN0005LX,['BRIEF-Daimler Says Q1 2020 Preliminary Figures Are In Line With Earlier Communicated Trend'],"['April 22, 2020 /  10:36 PM / in 13 days']","['April 22 (Reuters) - Daimler AG: ', '* DGAP-ADHOC: DAIMLER AG: PRELIMINARY RESULTS FOR THE FIRST QUARTER 2020 AND OUTLOOK FOR THE FINANCIAL YEAR 2020 ', '* PRELIM QTRLY EBIT: 617MN EUR (Q1-19: 2,798MN EUR); ADJUSTED EBIT 719MN EUR (Q1-19: 2,310MN EUR) ', '* PRELIMINARY FIGURES FOR Q1 2020 ARE IN LINE WITH OUR EARLIER COMMUNICATED TREND ', '* EXPECT GROUP REVENUE FOR FINANCIAL YEAR 2020 TO BE BELOW PRIOR YEAR ', '* ADJUSTED RETURN ON EQUITY OF DAIMLER MOBILITY FOR FINANCIAL YEAR 2020 WILL NOT REACH PRIOR YEAR LEVEL ', '* EXPECT GROUP EBIT FOR FINANCIAL YEAR 2020 TO BE BELOW PRIOR YEAR ', '* PRELIM QYRLY MERCEDES-BENZ CARS & VANS EBIT: 510MN EUR (Q1-19: 1,143MN EUR); ADJUSTED EBIT: 603MN EUR (Q1-19: 1,372MN EUR) ', '* DECLINE IN RESULTS WILL LEAD TO A DECLINE IN CO’S INDUSTRIAL FREE CASH FLOW FOR 2020 ', '* FOR DAIMLER MOBILITY CO EXPECTS FOR FINANCIAL YEAR 2020 A LOWER NEW BUSINESS VOLUME THAN IN 2019 ', '* PRELIM QTRLY DAIMLER TRUCKS & BUSES EBIT: 247MN EUR (Q1-19: 553MN EUR); ADJUSTED EBIT: 247MN EUR (Q1-19: 553MN EUR) ', '* EXPECT GROUP’S TOTAL UNIT SALES FOR 2020 TO BE BELOW PRIOR YEAR ', '* “CONFIDENT THAT WE ARE WELL POSITIONED TO MANAGE BUSINESS, BOTH DURING AND AFTER COVID-19 PANDEMIC” Source text for Eikon: Further company coverage:']"
https://www.reuters.com/article/daimler-results-q1/daimler-sees-profits-at-mercedes-benz-cars-rising-in-2020-idUSFWN2CH0B6,['Daimler sees profits at Mercedes-Benz Cars rising in 2020'],"['April 29, 2020 /  5:31 AM / 6 days ago']","['FRANKFURT, April 29 (Reuters) - Daimler said it expected the operating profit of its Mercedes-Benz Cars & Vans division to be above the prior-year level, even as the corona pandemic forced the Stuttgart-based car and trucks maker to abandon its outlook earlier this month. ', 'First-quarter earnings before interest and taxes (EBIT) was 617 million euros ($669.45 million), down from 2.8 billion euros in the year-earlier period, of which 510 million euros came from the Mercedes-Benz cars unit. ', 'Daimler expects group revenue and EBIT to be below 2019 levels but given substantial one-off charges in the year-earlier period, the Mercedes-Benz Cars & Vans division is now seen delivering EBIT above prior-year, the company said. ', 'Last week Daimler pre-released preliminary results, showing a plunge of nearly 70% in first-quarter operating profit and warned that the cash flow it uses to pay dividends would fall this year. ($1 = 0.9217 euros) (Reporting by Edward Taylor Editing by Riham Alkousaa)']"
https://www.reuters.com/article/us-daimler-results/daimlers-earnings-plunge-as-coronavirus-hammers-sales-idUSKCN2243IH,"[""Daimler's earnings plunge as coronavirus hammers sales""]","['April 22, 2020 /  11:03 PM / 12 days ago']","['FRANKFURT (Reuters) - German car and truck maker Daimler (', ') reported a plunge of nearly 70% in first-quarter operating profit on Thursday due to the coronavirus pandemic and warned that the cash flow it uses to pay dividends would fall this year. ', 'The maker of Mercedes-Benz vehicles suffered as customers shunned car and truck showrooms during coronavirus lockdowns and analysts said the slide in Daimler’s valuation over the past year put more pressure on it to deepen alliances with rivals. ', 'Daimler said preliminary adjusted first-quarter earnings before interest and tax (EBIT) slumped 68.9% to 719 million euros ($777 million) while both vehicle sales and revenue would fall this year. Adjusted EBIT for Mercedes-Benz vehicles fell more than 56% to 603 million euros. ', 'NordLB analyst Frank Schwope said the company’s fourth profit warning since Chief Executive Ola Kaellenius took over in May was no surprise but the pandemic was putting pressure on carmakers to find savings through alliances or mergers. ', '“Fiat Chrysler and PSA are just the start. Perhaps it is time for Daimler to think about a deal given the low valuation,” he said, referring to the planned merger between the Italian-U.S. car giant and France’s Peugeot. ', 'Daimler’s shares have fallen 52% over the past year to 27.94 euros per share, leaving its market value at 29.8 billion euros. ', 'NordLB’s Schwope said three combinations for Daimler were logical: deepening an alliance with BMW (', ') or partners Renault (', ') and Nissan (', '), or combining with Volvo which shares the same Chinese investor, Geely.  ', 'Earlier this month, German luxury car maker BMW reported a 20.6% drop in first-quarter sales and said it was expecting a further decline in demand. ', 'Renault (', '), meanwhile, said on Thursday it was in talks with the French government to secure a state-backed loan worth several billion euros to shore up its liquidity during the pandemic. ', 'Overall, car sales in Europe tumbled by more than 50% last month with Italy - which has been hit particularly hard by the pandemic - reporting the biggest drop of 85.4%, according to data from the European Auto Industry Association. ', 'Germany, Europe’s largest economy, has begun to ease some restrictions imposed because of the coronavirus pandemic, allowing carmakers to restart production. ', 'Mercedes-Benz said on Wednesday it was ramping up engine production at its plant in Bad Cannstatt, Stuttgart, as it gradually reopens factories in Europe using lessons learned from its resumption of production in China. ', 'Across the Atlantic, Ford Motor Co (', ') estimated a loss of about $2 billion for the first quarter and had to raise $8 billion from investors to shore up cash reserves. ', 'Reporting by Edward Taylor in Frankfurt, Shubham Kalia and Uday Sampath in Bengaluru; Additional reporting by Joern Poltz in Munich; Editing by Shounak Dasgupta, Subhranshu Sahu and David Clarke']"
https://www.reuters.com/article/brief-daimler-cfo-says-company-has-no-ne/brief-daimler-cfo-says-company-has-no-need-for-state-backed-loans-idUSL5N2CH2OL,['BRIEF-Daimler CFO says company has no need for state-backed loans'],"['April 29, 2020 /  7:33 AM / 7 days ago']","['April 29 (Reuters) - Daimler AG: ', '* CFO SAYS CARMAKER CURRENTLY STANDS BY ITS DIVIDEND PROPOSAL ', '* CEO SAYS FAVOURS STIMULUS MEASURES TO REKINDLE ECONOMIC DEMAND ', '* CFO SAYS SEES NO NEED TO TAP STATE-BACKED LOANS, COMPANY HAS SUFFICIENT LIQUIDITY Source text for Eikon: Further company coverage:']"
https://www.reuters.com/article/daimler-results/daimler-preliminary-quarterly-profit-falls-78-on-virus-impact-idUSL3N2CA4TD,['Daimler preliminary quarterly profit falls 78% on virus impact'],"['April 22, 2020 /  11:00 PM / 12 days ago']","['April 22 (Reuters) - German luxury carmaker Daimler AG on Wednesday reported preliminary first-quarter earnings before interest and tax that slumped 78% to 617 million euros, following disruptions caused by the coronavirus pandemic. ', 'The company said it also expects total unit sales and revenue for 2020 to be lower compared to last year. (Reporting by Shubham Kalia in Bengaluru; Editing by Shounak Dasgupta)']"
https://www.reuters.com/article/us-daimler-results-q1/daimler-sees-profits-at-mercedes-benz-cars-rising-in-2020-idUSKCN22B0GU,['Daimler sees profits at Mercedes-Benz Cars rising in 2020'],"['April 29, 2020 /  5:30 AM / 6 days ago']","['FRANKFURT (Reuters) - Daimler (', ') said it expected the full-year operating profit of its Mercedes-Benz Cars & Vans division to be above the prior-year level but warned that the coronavirus pandemic will push the group to an operating loss in the second quarter. ', 'Anticipating a higher rate of defaults among customers, the carmaker hiked risk provisions for delinquencies among customers who leased or bought Mercedes-Benz cars to 448 million euros($486.71 million), even as default rates have not yet started to spike. ', 'Analysts applauded the carmaker’s cash management. ', '“There is nothing cheering in the auto numbers we have seen so far across the industry but Daimler seems to have had a decent start to Q1 and managed working capital better than we had feared,” Jefferies analyst Philippe Houchois said. ', 'Daimler reiterated it expects group revenue and earnings before interest and taxes (EBIT) to be below 2019 levels but given substantial one-off charges in the year-earlier period, the Mercedes-Benz Cars & Vans division is now seen delivering EBIT above prior-year, the company said. ', 'Daimler is also sticking to its dividend proposal and ruled out needing to apply for state-backed loans, given an adequate cash position.  ', 'Last week Daimler (', ') pre-released results, showing a plunge of nearly 70% in first-quarter operating profit and warned that the cash flow it uses to pay dividends would fall this year. ', 'First-quarter EBIT was 617 million euros, down from 2.8 billion euros in the year-earlier period, of which 510 million euros came from the Mercedes-Benz cars unit. ', 'Reporting by Edward Taylor; Editing by Michelle Martin']"
https://www.reuters.com/article/us-daimler-china/daimler-says-china-business-picks-up-again-report-idUSKCN2280BK,['Daimler says China business picks up again: report'],"['April 26, 2020 /  9:39 AM / 10 days ago']","['BERLIN (Reuters) - Mercedes-Benz maker Daimler (', ') has seen business stabilise in China after the country ended coronavirus lockdowns, a senior manager at the German carmaker told a newspaper on Sunday. ', '“In China alone, we sold around 50,000 vehicles again in March. That makes us confident,”, said Markus Schaefer, managing board member for production, told Bild am Sonntag newspaper. ', 'Mercedes-Benz delivered a total of approximately 477,400 passenger cars worldwide between January and March. The report did not say how many of those went to customers in China, who bought 694,200 Mercedes-Benz cars last year, 29% of total sales. ', 'Starting Monday, cars are set to roll off Daimler’s assembly line again in Germany. The Sindelfingen and Bremen passenger-car plants will start production of E- and S-Class vehicles.  ', 'China is the largest market for the S-Class built in Sindelfingen. Normally several hundred vehicles roll off the assembly line in Sindelfingen every day.  ', '“We won’t reach this number right away when production starts next week,” said Schaefer. ', 'Daimler reported a plunge of nearly 70% in first-quarter operating profit on Thursday due to the pandemic and warned that the cash flow it uses to pay dividends would fall this year. ', 'Reporting by Emma Thomasson; editing by Philippa Fletcher']"
https://www.reuters.com/article/us-health-coronavirus-germany-automakers/german-carmakers-had-crisis-call-with-merkel-handelsblatt-idUSKBN21K1EB,['German carmakers had crisis call with Merkel: Handelsblatt'],"['April 2, 2020 /  10:33 AM / a month ago']","['HAMBURG (Reuters) - The bosses of Volkswagen (', '), BMW (', ') and Daimler (', ') held a crisis call with German Chancellor Angela Merkel on Wednesday to discuss how to get production restarted, Germany’s Handelsblatt newspaper reported on Thursday. ', 'Carmakers have halted production at some sites as governments around the world have imposed lockdowns on their populations in response to the coronavirus outbreak. ', 'Volkswagen Chief Executive Herbert Diess last week said the carmaker might have to cut jobs if the pandemic is not brought under control as it is still spending about 2 billion euros ($2.18 billion) a week. ', 'Handelsblatt cited participants in the call as saying carmakers were particularly concerned about the supply chain. ', 'A Volkswagen source told Reuters the carmakers discussed the situation in the industry and how production could be started up again after the coronavirus crisis. There was agreement that an EU-wide approach to re-starting production was needed, the source said. ', '“It doesn’t help if one country forges ahead and then everything in Italy or Spain is still at a standstill,” the source said, adding that such a scenario would result in gaps in the supply chain. ', 'The Volkswagen source said in the talks there had been agreement that a working group, including the government, industry and the Robert Koch Institute for infectious diseases, should be set up to develop standards for protecting employees when production is restarted, such as protective clothing, masks, distancing workers and frequent cleaning of sanitary facilities. ', 'The source said the carmakers also discussed the situation facing car suppliers and that while big original equipment manufacturers were well provided for in terms of liquidity, that was not the case for many suppliers. ', 'A source at Daimler said Merkel, Economy Minister Peter Altmaier, Finance Minister Olaf Scholz and Joerg Hofmann, head of the IG Metall trade union, had all taken part in the meeting with Daimler CEO Ola Kaellenius, BMW boss Oliver Zipse and Volkswagen CEO Diess. ', 'A survey published on Wednesday showed Germany’s export-dependent manufacturing sector saw the steepest decrease in output in almost 11 years in March, as the coronavirus pandemic forced plant closures in Europe’s biggest economy. ', 'Reporting by Jan C. Schwartz; Writing by Michelle Martin. Editing by Jane Merriman']"
https://www.reuters.com/article/daimler-results-q2/daimler-warns-of-difficult-second-quarter-hikes-risk-provisions-idUSL5N2CH1AQ,"['Daimler warns of difficult second quarter, hikes risk provisions']","['April 29, 2020 /  6:46 AM / 7 days ago']","['FRANKFURT, April 29 (Reuters) - Daimler on Wednesday warned the carmaker faces a difficult second quarter as it hiked credit risk provisions to anticipate rising delinquencies among customers who leased or bought Mercedes-Benz passenger cars. ', 'Daimler reported 448 million euros in credit risk provisions to cover potential credit losses after the coronavirus pandemic caused global demand for passenger car to stall. (Reporting by Edward Taylor; editing by Thomas Seythal)']"
https://www.reuters.com/article/daimler-salary/daimler-says-board-members-volunteer-for-20-pay-cut-idUSL8N2BP72X,['Daimler says board members volunteer for 20% pay cut'],"['April 1, 2020 /  6:23 PM / a month ago']","['FRANKFURT, April 1 (Reuters) - Daimler on Wednesday said management board members had agreed to forego 20% of their basic pay as a way to help the car, truck and bus maker cut costs during the coronavirus crisis. ', 'The move comes after Daimler said German employees would switch to shortened work hours. ', 'Supervisory board members have also agreed to a 20% cut and leading managers will see their pay curtailed by 10%, Daimler said. (Reporting by Edward Taylor Editing by Toby Davis)']"
https://www.reuters.com/article/us-daimler-results-q2/daimler-warns-of-difficult-second-quarter-hikes-risk-provisions-idUSKCN22B0O9,"['Daimler warns of difficult second quarter, hikes risk provisions']","['April 29, 2020 /  6:48 AM / in 6 days']","['FRANKFURT (Reuters) - Daimler (', ') on Wednesday warned the carmaker faces a difficult second quarter as it hiked credit risk provisions to anticipate rising delinquencies among customers who leased or bought Mercedes-Benz passenger cars. ', 'Daimler reported 448 million euros in credit risk provisions to cover potential credit losses after the coronavirus pandemic caused global demand for passenger car to stall. ', 'Reporting by Edward Taylor; editing by Thomas Seythal']"
https://www.reuters.com/article/us-health-coronavirus-daimler-credit/daimler-secures-13-billion-loan-facility-idUSKBN21K2M6,['Daimler secures $13 billion loan facility'],"['April 2, 2020 /  4:28 PM / a month ago']","['FRANKFURT (Reuters) - Daimler (', ') said on Thursday it has signed an agreement for a 12 billion euro ($13 billion) credit line to increase its financial flexibility in the current coronavirus crisis. ', 'The credit line comes in addition to an 11 billion euro revolving credit with a term until 2025, including extension options. ', 'The new loan facility can be utilized within a 12-month period with two extension options of six months, Daimler said, adding the line was agreed with BNP (', '), Banco Santander (', '), Deutsche Bank (', ') and JP Morgan (', ') on April 1. Syndication has started.  ', 'Reporting by Christoph Steitz; Editing by Susan Fenton']"
